0	1
取材していただきましたー。ありがとうございます	0
疲れたよい	0
色々考えた結果、「要件定義をしよう」という発想自体がアカンのではと思えてきたやはり時代は、『納品のない受託開発』なのか	0
星野源さんの 、かっこよすぎ一生聴いてられる	0
昨日有給取ったから、今日が日曜の気分だ。さて、月仕事ばっかでたまっていたアレコレ、片づけていく。	0
レビュー増えたとで作るアプリケーション	0
は読み方が難しいので辛いだけでは	0
破壊的に眠い	0
まだエイプリルフールで消耗してるの	0
誰か私に美味しいお刺身とビールを杯おごってください	0
の自分宛てに貼ってた、後で読むぞ的ページをひたすら消化している	0
年度末のあれこれ一段落…深夜ラジオに潜るぞ	0
疲れたあと少しで年度末のゴタゴタが終わる早く終えて温泉でも行きたい草津温泉行こうそうしよう	0
桜庭と秋山のヌルヌル事件について調べてたら電車乗り過ごした	0
すごい、反応すごい	0
なお、バリバリ使ってる方でなくて大丈夫です。人に見てもらうだけでとてもありがたいです。	0
本に掲載される、コードのレビューに興味ある方いますメリットとしては、本の最後に名前ツイッターアカウント名が乗るだけなんですが	0
どうしたーアプデ後落ちまくるぞー	0
出張ついでに、新潟のジュンク堂に寄ったら発見。	0
深夜ラジオだけが、救い。	0
読者人突破してるやん	0
これから始める人増えている感。あこんなところに、いい本が〜	0
湘南新宿ラインのグリーン車、コスパ良すぎるのでは	0
京大に置かれた	0
まじすか	0
とにもかくにも出張出張	0
『しくみがわかる』読んだこれから勉強するなら、この本から入るのが良さげ	0
とやら、くらい完全に理解した	0
、テンプレートにという文字含まれるとうまく機能しない	0
「喜」という漢字は、「十」・「豆」・「口」と書きます。大人になるまで生きるだけでも大変だったその昔、我が子が節分の日に個の豆を食べられた、つまり才まで生きられたことをよろこんだことから生まれた漢字です。嘘です。そんな由来だったらいいなと昨日考えてました。	0
単体テストレベルのテストはもちろんコード化するとして、結合テストレベルのテストの仕様書は皆さんどうやって管理してるんですか形式で管理が今っぽいそしてテスト結果はどうしてます	0
のパイプに救われた二日間でした	0
昨日の資料ですが、ちょっと荒いので非公開にしちゃいましたー。	0
嬉し過ぎるのですが…最近サボってますがちゃんと記事更新します笑	0
相変わらずいい会でした	0
えっ	0
「とで作るアプリケーション」冊持ってきました	0
極める	0
たのし	0
読者人に人いったらお祝いしよ	0
気づいたら「とで作るアプリケーション」が沖縄に進出してたこれで北海道から沖縄までやったー本	0
今年は皆様大変お世話になりました。個人的に年は年のような年でした。年はもう少し頑張って年のようになるよう頑張ります。	0
紅白にて、星野源さん「そろそろ紅白も、紅組·白組じゃない混合チームとかになれば」ガキ使にて、乙武さん「障がい者がそれをネタに笑いを取ることへの壁をこえたい」なんか変わりそうだね	0
ベイズ推論による機械学習入門、読んでる。フワッと理解していたところをこの年末でキッチリつめたい	0
数学ガール読んでる高校の時読みたかったよね	0
年末追い込みすぎたので、今日はひたすらダラダラとりあえず夕方まで寝て、起きてすぐ着替えてお酒飲みにきたもう疲れ取れたな	0
今年もなんとか走り切りました。	0
よいしょっと。	0
世界の首都の位置座標データをに関連させてみよう	0
素晴らしいそして参加者増えた頑張って抜けてるところ埋めよう。	0
本 の感想いただいた嬉しい	0
人目の参加者が…おぉ嬉しい。	0
パッケージ知らなかった。使ってみよう。	0
月のの申し込んだ。タイトル先行で、どんな内容にするかは未定。	0
後半どなたか参加されないですかねー	0
一年半ぶりくらいに風邪ひいたかも	0
のアドベントカレンダー、本日私担当なのですが、少々お待ちを。たぶん夜遅くになります。	0
お母さん僕やったよ一位だよ	0
「とで作るアプリケーション」は位	0
少し遅れましたが、  アドベントカレンダー日目ですよろしくどうぞー。	0
アドベントカレンダー三日目。  さんありがとうございます上にチュートリアルを表示する方法についてです是非読んでみてくださいー。そして、参加者募集中ですー。	0
そうなんですそうなんですそうなんですそうなんですそうなんですそうなんですそうなんです	0
、の話あったのか。行きたかった	0
やがここ最近、合わせたかのように出張と被るな笑後でスライド資料読ませていただこう	0
さて、記事書いたし出張準備しなくては…。	0
はてなブログに投稿しました    初日です『とで作るアプリケーション』という書籍を執筆しました  世界一やさしいデータ分析教室	0
我が第二の故郷こと、溝の口の文教堂にて「とで作るアプリケーション」発見。何度利用したか分からないぐらい通ってる本屋なので嬉しい。田園都市線の方はこちらで本もちろんアマゾンでも。…	0
で土岐麻子さんの曲を鬼リピートしてるしかし聞く度にアルコピースのラジオにゲスト出演したときのこと思い出して笑いそうになるあれは神回だったな笑個人的には年のラジオで今のところ	0
おぉマジですかこれが実店舗販売開始の威力か･･･。ランキングは着実に少しずつ低下しているが。本	0
を作りました  ああーー今年も作ってしまったー。どうして作ってしまったのだろう。もし参加者少なければ、前年同様僕が埋めるしか	0
日目に参加しました  しゃい	0
の記述はやはり不安になるなーこれで本当に更新してくれてるのかなとソワソワする	0
最高。むちゃくちゃやってるように見えて構成しっかりしてるのがもうたまらん。あー元気でる	0
知り合いに送ってもらいましたー静岡駅の戸田書店にて、「とで作るアプリケーション」発見でも実店舗でも。よろしくどうぞー。本	0
またランキング、番台に上がってきた皆様本当に、本当にありがとうございます。	0
やば、もうアドベントの季節か。完全に乗り遅れた去年のカレンダー作ってやってみたけど記事を担当した今年はどうしようかせっかくなので今年もやりたいが、今からだと参加者去年より少ないかもだから、記事書くこ…	0
あー 池袋のジュンク堂に、日本初の に関する書籍、「とで作るアプリケーション」通称本があったぞー これはみんな買いにダッシュしないとー 本…	0
どうぞどうぞどうぞ。	0
寒い眠いスマホ買い換えたいお腹すいた疲れた漫画喫茶行きたい温泉入りたい新しいパーカー買いたいお酒飲みたいハンターハンター読みたい深夜ラジオに浸かりたい福岡行きたいプールで泳ぎたい本売れてほしいライブ行きたい早く観たい	0
本を出したことで、小中高計年間一緒だった友達と久しぶりに連絡とれた時間に及ぶ長電話すいません笑そして今後ともよろしくやる気出ちゃいましたわお楽しみに	0
明日の準決勝で、マヂカルラブリー、トム・ブラウン、金属バットが勝ち上がりテレビで爆笑をとった日にゃお笑い界が少し変わりまっせできればここにランジャタイもいて欲しかった	0
金属バットという漫才師が面白すぎてずっと観てる	0
本ありがとうございます指折りですって皆さん。もでてますよー皆さん。是非ご購入をー。	0
演説する鈴木宗男氏見れたので、満喫しました	0
また電車止まってしまった	0
空港にて荷物間違われ事案が勃発しているこのままだとスーツが無いので、明日の結婚式はトレーナーで参加します。	0
明日は初めて有給休暇取るのでワクワクしてる	0
好評なんですー。よろしくどうぞです。	0
気付けば発売してましたプログラミング本でランキング位ぐらいにいます。みなさんありがとうございます 本	0
おぉぉおぉおおお	0
どうぞどうぞどうぞ。	0
月の参加できないが、献本だけしたいな誰かに託すか	0
そうなんです･･･。修正に時間かかりまして･･･。ただその分良いものに仕上がったと思いますサンプルコードも沢山です	0
すいません修正作業に時間かかってしまいまして･･･。	0
